Company_Name,CEO_Name,Industry,Company_Sector,Country,City,Founded_Year,Employee_Count,Male_Employees,Female_Employees,Last_Year_Hirings,Hiring_Rate (%),Average_Salary_LPA,Annual_Revenue_INR_Crores,Company_Shares_INR
Pioneer Group Ltd.,Jacob Patel,Retail,Startup,Singapore,Singapore,2001,91875,51996,39879,17193,18.71,20.04,428938.42,249194.46
Horizon Retail Ltd.,Mark Nguyen,IT Services,Government,China,Beijing,1995,81083,38280,42803,15664,19.32,7.96,409488.57,92126.64
Pacific Solutions Ltd.,Linda Sanders,Manufacturing,Government,Malaysia,Kuala Lumpur,1992,29049,16077,12972,2239,7.71,10.45,550165.13,243059.22
Nova Energy Ltd.,Donna Shelton,Energy,MNC,Vietnam,Ho Chi Minh City,2016,121529,79324,42205,7569,6.23,5.23,574266.12,205387.78
Horizon Manufacturing Ltd.,Bobby Bell,Retail,Startup,Japan,Tokyo,1989,50744,34720,16024,2671,5.26,3.41,540726.72,371473.56
Horizon Industries Ltd.,Rebecca Baker,Healthcare,Public,China,Beijing,1962,174480,109689,64791,9917,5.68,39.8,576557.33,20916.06
Pacific Retail Ltd.,Susan Kennedy,Logistics,Government,South Korea,Seoul,1968,102595,60739,41856,7815,7.62,6.17,113169.72,416625.28
Prime Retail Ltd.,Amy Parker,Banking,Government,China,Beijing,2007,31271,19168,12103,442,1.41,32.37,248450.22,358817.8
Horizon Healthcare Ltd.,Brian Reid,Healthcare,Private,Japan,Tokyo,1999,163152,91817,71335,14991,9.19,38.74,38520.78,176149.5
Vertex Healthcare Ltd.,Matthew Bowman,Energy,Startup,South Korea,Seoul,1956,9341,5030,4311,787,8.43,23.56,29168.45,182473.08
Summit Solutions Ltd.,Alyssa Logan,Retail,MNC,Japan,Tokyo,1954,165132,95885,69247,6651,4.03,38.53,453882.97,127402.12
Prime Group Ltd.,Belinda Alvarez,Banking,Private,UAE,Dubai,2016,182787,110354,72433,4710,2.58,37.72,494350.53,206376.78
Apex Industries Ltd.,Gloria Hart,IT Services,Startup,Vietnam,Ho Chi Minh City,2011,140843,76281,64562,11033,7.83,6.42,436365.98,368186.64
Nova Foods Ltd.,Michelle James,IT Services,MNC,Taiwan,Taipei,2010,82367,56271,26096,8930,10.84,13.41,444875.94,118050.48
Evergreen Solutions Ltd.,Brandon Kidd,Retail,Public,Malaysia,Kuala Lumpur,1968,43261,27019,16242,1723,3.98,26.27,67085.42,3772.82
Evergreen Technologies Ltd.,Chad Mccarthy,Energy,MNC,Indonesia,Jakarta,1963,104412,68835,35577,5062,4.85,22.52,158061.12,172440.32
Apex Solutions Ltd.,Kenneth Nguyen,Manufacturing,Public,Singapore,Singapore,2009,127163,86837,40326,12643,9.94,3.19,527081.19,56683.46
Pioneer Group Ltd.,Mark Hampton,Retail,MNC,Singapore,Singapore,2020,143779,90326,53453,6838,4.76,27.97,434795.1,105948.56
Horizon Healthcare Ltd.,Jesse Glass,Logistics,Public,Singapore,Singapore,1986,27822,14743,13079,1442,5.18,19.6,111594.72,39574.62
Evergreen Solutions Ltd.,Gene Roberson,IT Services,Public,Vietnam,Ho Chi Minh City,1967,56253,29596,26657,3606,6.41,19.52,320217.39,63186.78
Pacific Retail Ltd.,Robin Stone,IT Services,Public,Thailand,Bangkok,1990,36673,17611,19062,994,2.71,28.38,169656.76,57545.18
Vertex Retail Ltd.,Willie Daniel,Manufacturing,Startup,Taiwan,Taipei,1961,56573,35925,20648,3921,6.93,15.43,454424.52,30756.18
Nova Technologies Ltd.,Lisa Meyer,Manufacturing,Startup,China,Beijing,1987,63233,30798,32435,3423,5.41,25.66,606286.93,353118.58
Vertex Holdings Ltd.,Melissa Miller,Manufacturing,Startup,South Korea,Seoul,1954,184669,121477,63192,17182,9.3,24.87,550844.71,142145.96
Evergreen Group Ltd.,Tiffany Jones,Logistics,Startup,Malaysia,Kuala Lumpur,2006,184794,92824,91970,21707,11.75,14.27,662511.23,402584.92
Prime Group Ltd.,Mrs. Kelly Weaver,Banking,Government,China,Beijing,1987,36704,22578,14126,1161,3.16,20.88,330601.8,124563.26
Prime Industries Ltd.,Danielle Edwards,Energy,Government,Thailand,Bangkok,2007,142725,73052,69673,14832,10.39,33.83,393106.52,309275.78
Nova Manufacturing Ltd.,Joseph Williams,Retail,Startup,Malaysia,Kuala Lumpur,2008,130695,66317,64378,3186,2.44,21.23,190049.59,204182.06
Evergreen Solutions Ltd.,Brian Taylor,Manufacturing,Startup,Japan,Tokyo,2021,62242,28818,33424,6069,9.75,31.76,386844.94,170370.3
Summit Solutions Ltd.,Andrea Levy,Telecom,Public,UAE,Dubai,1952,76513,42870,33643,11160,14.59,25.71,452485.13,56387.62
Pacific Industries Ltd.,Brandon Douglas,Banking,Private,China,Beijing,1990,40478,24943,15535,3175,7.84,11.67,97357.76,31678.1
Evergreen Group Ltd.,Donna Flores,Telecom,Public,Indonesia,Jakarta,1952,197445,111251,86194,14442,7.31,23.02,554030.15,64415.72
BlueSky Industries Ltd.,Jacqueline Oneill,Logistics,Government,China,Beijing,2017,58627,38914,19713,2055,3.51,38.55,566004.01,231936.84
Pioneer Logistics Ltd.,Jason Curtis,IT Services,MNC,UAE,Dubai,1973,14120,6776,7344,363,2.57,7.21,242373.54,250757.08
Horizon Retail Ltd.,Joseph Mendoza,Banking,Private,Singapore,Singapore,1991,69354,43867,25487,4569,6.59,15.93,206550.67,171183.86
Apex Foods Ltd.,Samuel Shaw,Healthcare,Public,South Korea,Seoul,1995,19032,12359,6673,2625,13.79,3.13,291383.82,20872.2
Nova Group Ltd.,Nichole Lopez,Healthcare,Private,Thailand,Bangkok,1996,176339,86132,90207,9997,5.67,20.47,105243.96,371400.46
Evergreen Industries Ltd.,Adam Mcbride,Manufacturing,Private,Thailand,Bangkok,1972,116382,66093,50289,19110,16.42,34.1,303143.55,27507.96
Evergreen Logistics Ltd.,Kenneth Lee,Energy,MNC,Japan,Tokyo,1985,156885,100637,56248,15723,10.02,15.26,223402.11,155119.92
Vertex Technologies Ltd.,Olivia Chavez,Retail,Government,China,Beijing,1958,119428,77948,41480,15179,12.71,21.56,575350.06,7168.1
Pioneer Healthcare Ltd.,Julia Snyder,Retail,Government,Vietnam,Ho Chi Minh City,2015,1540,725,815,164,10.65,37.91,582776.33,252889.88
Evergreen Retail Ltd.,Rebecca Wood,Energy,MNC,Thailand,Bangkok,1982,32826,18957,13869,5138,15.65,8.0,498220.45,101492.04
Prime Technologies Ltd.,Leah Adams DDS,Energy,Startup,Vietnam,Ho Chi Minh City,1977,93636,58203,35433,5805,6.2,33.84,106472.47,426246.1
Nova Solutions Ltd.,Kenneth Palmer,Logistics,Private,South Korea,Seoul,1994,164227,113008,51219,15467,9.42,4.8,189121.4,368620.94
Nova Healthcare Ltd.,Erin Mullen,Telecom,MNC,Thailand,Bangkok,1956,17532,9941,7591,734,4.19,7.34,37937.95,22832.14
Pioneer Foods Ltd.,Aaron Wallace,Telecom,MNC,Thailand,Bangkok,1995,100586,55579,45007,15650,15.56,11.44,445634.46,70839.92
Prime Energy Ltd.,Nicole Johnson,Banking,MNC,Vietnam,Ho Chi Minh City,1985,62568,33002,29566,8014,12.81,31.6,559389.32,49839.58
Apex Group Ltd.,Jason Davis,Healthcare,Government,Malaysia,Kuala Lumpur,1959,66944,45535,21409,4597,6.87,30.34,629517.08,325176.32
Pacific Industries Ltd.,Jose Joseph,Logistics,Private,Singapore,Singapore,1997,97254,66801,30453,16860,17.34,9.66,92018.37,241538.74
Apex Holdings Ltd.,Timothy Lopez,Healthcare,Startup,Thailand,Bangkok,1956,6565,3329,3236,182,2.77,21.19,231916.72,333775.46
Summit Technologies Ltd.,Brian Cruz,Healthcare,Private,South Korea,Seoul,2021,178601,89056,89545,12927,7.24,38.09,482644.64,247971.54
Apex Retail Ltd.,Gabriel Massey,Logistics,Government,China,Beijing,1957,98207,64772,33435,3273,3.33,7.34,535751.36,415663.8
Nova Logistics Ltd.,Christine Merritt,Retail,Government,Singapore,Singapore,1993,18592,9118,9474,1429,7.69,38.64,542458.07,300279.32
Nova Healthcare Ltd.,Jackie Smith,Manufacturing,Public,Thailand,Bangkok,1984,153176,99976,53200,8066,5.27,37.7,485912.04,5767.16
Vertex Holdings Ltd.,Darius Wood,Logistics,Startup,Indonesia,Jakarta,2014,112204,68971,43233,13519,12.05,25.65,270387.78,128004.98
Pacific Retail Ltd.,Donald Wood,Logistics,MNC,Thailand,Bangkok,1956,43876,20785,23091,1395,3.18,11.06,458422.74,184293.7
Prime Group Ltd.,Kenneth Wilkinson,Telecom,MNC,Indonesia,Jakarta,1962,37856,26223,11633,2098,5.54,38.31,565751.26,177171.18
Nova Energy Ltd.,Jerry Macdonald,Retail,Government,South Korea,Seoul,1982,151375,88026,63349,22258,14.7,3.5,48283.5,172794.64
Summit Healthcare Ltd.,Amy Mcgee,Telecom,MNC,Japan,Tokyo,1978,64986,36185,28801,7253,11.16,18.48,425479.07,248573.54
Pioneer Technologies Ltd.,Jeremy Hansen,Healthcare,Private,Japan,Tokyo,2022,59741,30428,29313,8418,14.09,31.11,587431.08,283328.72
Prime Technologies Ltd.,Sergio Larson,Manufacturing,Government,Malaysia,Kuala Lumpur,2022,180139,98097,82042,6402,3.55,27.86,676949.17,164089.72
Pacific Foods Ltd.,Helen Hogan,Logistics,Startup,Thailand,Bangkok,1982,62826,28335,34491,2204,3.51,4.71,495504.57,120802.48
Summit Technologies Ltd.,Mrs. Sandra Carr,Manufacturing,MNC,Indonesia,Jakarta,1963,25744,17686,8058,4173,16.21,27.21,88963.82,174663.42
Vertex Retail Ltd.,Ashley Taylor,Manufacturing,MNC,Taiwan,Taipei,1976,138865,97034,41831,11403,8.21,18.88,310280.26,308242.92
Horizon Retail Ltd.,Nicholas Massey,IT Services,Startup,UAE,Dubai,1986,16115,8278,7837,2778,17.24,7.64,24969.84,21596.32
Nova Healthcare Ltd.,Olivia Ellis,Logistics,Public,Indonesia,Jakarta,1972,77730,43036,34694,8581,11.04,10.01,334255.6,27543.22
Evergreen Group Ltd.,Jacqueline Rodriguez,Manufacturing,Government,Japan,Tokyo,2019,21312,10871,10441,1429,6.71,23.19,670797.59,376231.08
Apex Energy Ltd.,Joy Lynch,Logistics,Public,Indonesia,Jakarta,1951,58645,30763,27882,9379,15.99,27.58,108323.02,19195.2
Summit Industries Ltd.,John Smith,Manufacturing,Government,South Korea,Seoul,1974,18198,10925,7273,3270,17.97,4.8,160202.26,73018.3
Evergreen Industries Ltd.,Mark Williams,Manufacturing,Government,Malaysia,Kuala Lumpur,2016,190756,104656,86100,25860,13.56,3.65,230787.11,178296.06
Pioneer Retail Ltd.,Christopher Ruiz,Manufacturing,Public,South Korea,Seoul,1952,64596,38223,26373,9038,13.99,5.96,394596.12,399.04
BlueSky Industries Ltd.,Kathryn James,Retail,Government,Malaysia,Kuala Lumpur,2020,91170,42635,48535,3276,3.59,22.83,138264.87,325081.72
Apex Logistics Ltd.,Lisa Mcgrath,Manufacturing,Private,China,Beijing,1993,66044,41548,24496,11913,18.04,15.17,677247.51,371894.96
Vertex Group Ltd.,Justin Adams,Logistics,Government,Indonesia,Jakarta,1997,57241,32548,24693,9379,16.39,11.16,398540.77,189501.86
Prime Healthcare Ltd.,Lauren Nguyen,Manufacturing,Government,Indonesia,Jakarta,1956,63958,43552,20406,2780,4.35,19.36,611299.27,224065.26
Vertex Manufacturing Ltd.,Jared Watkins,Logistics,Startup,Malaysia,Kuala Lumpur,2020,127936,89347,38589,15063,11.77,37.33,70117.78,69494.02
Horizon Industries Ltd.,Barbara Ortiz,Retail,Private,UAE,Dubai,2003,53491,36521,16970,203,0.38,37.9,453843.24,238578.62
Vertex Group Ltd.,Nicholas Robertson,Telecom,Public,Thailand,Bangkok,1964,176732,97405,79327,33516,18.96,3.04,335556.0,35358.9
Apex Healthcare Ltd.,Thomas Pitts,Energy,Public,UAE,Dubai,1997,87613,52934,34679,12567,14.34,12.32,74988.39,16482.76
BlueSky Group Ltd.,Roberto Jackson,Telecom,MNC,Singapore,Singapore,2005,50124,28805,21319,1643,3.28,24.58,371454.98,413967.88
Vertex Holdings Ltd.,Nathan Anderson,Telecom,Public,Malaysia,Kuala Lumpur,1956,50829,32961,17868,1862,3.66,4.88,473496.91,31122.54
Nova Foods Ltd.,Mr. Joseph Smith MD,Telecom,Government,Vietnam,Ho Chi Minh City,1954,144428,93216,51212,15248,10.56,32.0,542747.98,161715.26
Vertex Manufacturing Ltd.,Kelly Kennedy,Energy,Public,Thailand,Bangkok,1970,69891,36675,33216,13387,19.15,39.9,27629.22,21545.58
Horizon Energy Ltd.,Richard Robertson Jr.,IT Services,Private,Singapore,Singapore,2001,99288,52516,46772,19666,19.81,27.12,2085.76,104600.08
Apex Industries Ltd.,Julia Smith,Energy,Public,Vietnam,Ho Chi Minh City,2010,123295,61906,61389,24174,19.61,25.85,317705.24,51827.04
Apex Solutions Ltd.,Jared Dalton,Banking,Private,South Korea,Seoul,2011,150441,90881,59560,8102,5.39,12.92,291845.39,366539.74
Prime Group Ltd.,Howard Ortiz MD,Logistics,Private,Thailand,Bangkok,1981,114624,75403,39221,19819,17.29,3.52,268796.96,107007.22
Evergreen Retail Ltd.,Jeremy Tran,Retail,Startup,UAE,Dubai,1993,28996,13846,15150,953,3.29,39.84,133398.04,226462.08
Pioneer Manufacturing Ltd.,James Garcia,Energy,Government,Japan,Tokyo,1998,103705,55927,47778,18668,18.0,11.14,133900.02,51882.08
Apex Energy Ltd.,Heidi Mata,Manufacturing,Public,Vietnam,Ho Chi Minh City,1957,140423,81777,58646,26722,19.03,25.31,324562.02,32646.46
Pacific Retail Ltd.,Carla Fox,Telecom,Startup,Indonesia,Jakarta,2005,117988,71641,46347,21848,18.52,33.02,686352.33,28158.12
Summit Retail Ltd.,Michael Smith,Manufacturing,MNC,Malaysia,Kuala Lumpur,1967,89757,56663,33094,2021,2.25,25.9,619671.11,355263.42
Evergreen Holdings Ltd.,Brittany Sanders,IT Services,Startup,Vietnam,Ho Chi Minh City,1978,126094,71054,55040,13815,10.96,5.66,413072.79,140830.16
Summit Logistics Ltd.,Mrs. Julia Morris,Banking,Startup,Thailand,Bangkok,1971,182921,115466,67455,1957,1.07,14.83,228083.09,189353.94
Evergreen Group Ltd.,Brian Lawson,Energy,MNC,Japan,Tokyo,1962,191113,131426,59687,1929,1.01,37.77,320072.91,98857.86
Vertex Foods Ltd.,Stephanie Taylor,Healthcare,Private,UAE,Dubai,1993,84385,48766,35619,3631,4.3,7.18,243939.17,212301.32
Pacific Healthcare Ltd.,Natasha Palmer,Logistics,MNC,South Korea,Seoul,1988,171460,84652,86808,16336,9.53,21.08,599089.16,287147.12
Vertex Holdings Ltd.,Jeanette Brooks,Logistics,Private,Taiwan,Taipei,2021,138436,94425,44011,18124,13.09,37.48,59527.82,140482.72
Pacific Group Ltd.,Hannah Mosley,Retail,Government,Taiwan,Taipei,1959,36007,25061,10946,587,1.63,32.53,24299.47,387049.02
Evergreen Manufacturing Ltd.,Nicole Potter,Retail,Public,South Korea,Seoul,1982,112134,61421,50713,14526,12.95,17.43,390308.25,15854.1
Nova Healthcare Ltd.,Timothy Johnson,IT Services,Private,South Korea,Seoul,1964,185187,115343,69844,31805,17.17,27.2,672758.91,233039.36
Summit Holdings Ltd.,Tammy Day,Banking,Private,Japan,Tokyo,2007,181250,104691,76559,14443,7.97,17.06,423860.98,341614.36
Summit Retail Ltd.,Jessica Dean,IT Services,Public,Thailand,Bangkok,1987,136850,69236,67614,18071,13.2,15.78,11765.14,31740.02
Evergreen Retail Ltd.,Michael Cardenas,Energy,Startup,South Korea,Seoul,1966,31743,15186,16557,2601,8.19,30.26,454274.27,309269.76
Vertex Solutions Ltd.,Joanna Robinson,Banking,Startup,South Korea,Seoul,1989,151063,75239,75824,29818,19.74,13.19,481947.18,249123.08
Prime Logistics Ltd.,Richard Perez,Retail,Startup,Thailand,Bangkok,1988,122916,69059,53857,8546,6.95,5.05,40904.44,322374.44
Evergreen Energy Ltd.,Dr. John Garza MD,Retail,Startup,China,Beijing,1998,22352,10936,11416,1608,7.19,14.69,600937.56,51886.38
Prime Manufacturing Ltd.,Christopher Walker,Manufacturing,Private,Singapore,Singapore,2014,183820,107625,76195,12520,6.81,35.55,441350.88,273469.68
Vertex Solutions Ltd.,Jason Lopez,Retail,Startup,UAE,Dubai,1985,11728,8117,3611,2338,19.94,39.29,628996.69,290451.24
Evergreen Technologies Ltd.,Cory Palmer,Energy,Private,Japan,Tokyo,2004,83317,56760,26557,7660,9.19,9.61,185850.39,218427.1
Apex Foods Ltd.,Jessica Miller,Healthcare,Startup,China,Beijing,1991,183185,86364,96821,30224,16.5,3.96,626682.86,407300.3
Nova Energy Ltd.,Jessica Patterson,Retail,Government,South Korea,Seoul,1999,71245,42781,28464,3775,5.3,17.07,455762.33,404592.16
Evergreen Healthcare Ltd.,Darren Welch,Telecom,Private,South Korea,Seoul,1977,81324,52139,29185,7303,8.98,25.12,89281.07,29604.64
Horizon Solutions Ltd.,Jennifer Harris,Retail,Government,Malaysia,Kuala Lumpur,1995,11042,6206,4836,380,3.44,13.52,426123.03,223249.12
Pacific Logistics Ltd.,Crystal Ewing,Telecom,Public,South Korea,Seoul,2016,156734,77856,78878,25786,16.45,24.15,383085.45,49160.18
Nova Logistics Ltd.,Brandon Wells,Retail,Startup,China,Beijing,1953,55265,35844,19421,5094,9.22,19.69,548012.64,66236.34
BlueSky Logistics Ltd.,Darrell Hernandez,Retail,Private,Japan,Tokyo,1999,62889,38983,23906,385,0.61,27.85,358212.02,391894.26
Prime Technologies Ltd.,Cynthia Williams,Retail,Startup,Singapore,Singapore,2011,61959,27892,34067,6726,10.86,34.65,256443.14,160674.66
Pioneer Logistics Ltd.,Julie Santiago,Manufacturing,Public,Thailand,Bangkok,1966,179262,112087,67175,11121,6.2,29.0,153782.53,27986.12
Vertex Holdings Ltd.,Sandra Kirk,Logistics,Startup,UAE,Dubai,1951,40760,19099,21661,7705,18.9,23.84,352179.8,338133.94
Summit Retail Ltd.,Wesley Navarro,Manufacturing,Startup,Thailand,Bangkok,1984,73328,37221,36107,11085,15.12,13.33,32687.57,282519.46
Apex Energy Ltd.,Rodney Wallace,Banking,Government,Singapore,Singapore,1978,164808,103172,61636,18622,11.3,22.99,553084.4,193246.3
Nova Retail Ltd.,Timothy Fox PhD,Healthcare,Startup,Malaysia,Kuala Lumpur,2014,127537,77353,50184,23719,18.6,33.14,231868.38,396677.58
Horizon Manufacturing Ltd.,Gary Smith,Manufacturing,MNC,South Korea,Seoul,1993,10120,5136,4984,1923,19.0,21.93,410939.39,296403.3
Pacific Industries Ltd.,Brian Carrillo,Healthcare,Startup,South Korea,Seoul,2022,142153,68814,73339,13262,9.33,6.02,36646.41,294994.62
Evergreen Retail Ltd.,Benjamin Holden,IT Services,Startup,South Korea,Seoul,1955,108182,48906,59276,12455,11.51,26.09,582806.0,237503.62
Nova Solutions Ltd.,Eric Sanchez,Retail,Startup,Thailand,Bangkok,1972,172720,116839,55881,7906,4.58,32.82,505495.7,187113.64
Horizon Group Ltd.,Melanie Norton,Manufacturing,Government,Vietnam,Ho Chi Minh City,2021,160509,99771,60738,29420,18.33,30.74,158035.92,368421.42
BlueSky Holdings Ltd.,Aaron Fisher,Energy,Startup,Vietnam,Ho Chi Minh City,1986,111485,63618,47867,765,0.69,8.66,608816.02,66363.62
Prime Retail Ltd.,Arthur Moore,Manufacturing,MNC,Vietnam,Ho Chi Minh City,1984,128671,88869,39802,2450,1.9,31.19,140902.83,140459.5
Apex Healthcare Ltd.,Jermaine Higgins,Logistics,MNC,Japan,Tokyo,1971,70802,43854,26948,9535,13.47,22.19,180949.33,30755.32
Evergreen Foods Ltd.,Matthew Taylor,Retail,Private,Thailand,Bangkok,1954,14125,6930,7195,2536,17.95,21.37,380619.92,343680.94
Pacific Solutions Ltd.,Victor Anderson,Banking,Public,Japan,Tokyo,2014,161916,99371,62545,20125,12.43,26.63,356100.89,22143.28
Apex Technologies Ltd.,Kayla Garcia MD,Banking,MNC,Vietnam,Ho Chi Minh City,2001,166577,79950,86627,27229,16.35,18.47,101568.06,73240.18
Evergreen Retail Ltd.,Emily Johnson,Energy,Government,Thailand,Bangkok,1988,117485,81652,35833,7569,6.44,16.62,652471.51,326055.24
Evergreen Holdings Ltd.,Ronnie Young,Logistics,Private,Malaysia,Kuala Lumpur,1957,85848,43160,42688,16119,18.78,24.53,296205.5,253560.68
Nova Group Ltd.,David Garner,Manufacturing,Startup,Malaysia,Kuala Lumpur,1988,127989,68676,59313,12792,9.99,25.92,89646.31,117054.6
Vertex Healthcare Ltd.,Dylan Gardner,Energy,MNC,China,Beijing,1994,166747,93552,73195,12157,7.29,14.33,306895.21,408522.36
Prime Foods Ltd.,Joshua Matthews,Healthcare,MNC,Japan,Tokyo,2021,59140,27596,31544,11680,19.75,10.08,108190.75,107289.3
Vertex Industries Ltd.,Linda Bolton,Manufacturing,Public,UAE,Dubai,1990,118724,54346,64378,13289,11.19,25.02,305269.56,24095.48
Vertex Industries Ltd.,Vanessa Golden,Manufacturing,Private,Thailand,Bangkok,1966,13293,6921,6372,1371,10.31,11.16,16296.91,131447.56
Apex Solutions Ltd.,Ronnie Barnes,IT Services,Private,China,Beijing,1987,108968,63958,45010,12350,11.33,17.65,167397.19,75327.4
Prime Logistics Ltd.,Virginia Robinson,Banking,Government,Vietnam,Ho Chi Minh City,1971,30003,14512,15491,3790,12.63,18.67,67073.89,297346.72
Nova Healthcare Ltd.,Rachel Schroeder,Logistics,Public,UAE,Dubai,1983,174773,105333,69440,2168,1.24,10.69,233687.97,46497.62
Evergreen Group Ltd.,Kim Rodriguez,Banking,Startup,Thailand,Bangkok,1991,50016,32470,17546,542,1.08,21.69,252484.65,425911.56
Vertex Solutions Ltd.,Adam Adams,Logistics,Private,South Korea,Seoul,2002,90605,55326,35279,3446,3.8,21.01,602818.89,157616.5
Prime Holdings Ltd.,Mr. Jon Brewer,Manufacturing,Private,Taiwan,Taipei,2007,119158,79070,40088,3121,2.62,39.09,673719.61,188564.46
Evergreen Retail Ltd.,Stephanie Deleon,Telecom,Public,Singapore,Singapore,2018,25668,17610,8058,4934,19.22,37.06,133496.08,43402.48
BlueSky Manufacturing Ltd.,Christine Lopez,Logistics,Public,Taiwan,Taipei,2005,49619,29530,20089,8808,17.75,11.27,361281.7,30585.9
Horizon Industries Ltd.,Dr. David Chan,Healthcare,Private,UAE,Dubai,2019,133346,77644,55702,10476,7.86,30.27,677818.03,198030.48
Prime Holdings Ltd.,Juan Lane,Banking,Startup,Japan,Tokyo,1956,84946,48736,36210,3824,4.5,26.53,415223.05,223065.08
Vertex Industries Ltd.,Amy Alexander,Banking,Government,Vietnam,Ho Chi Minh City,1988,83648,41436,42212,5961,7.13,14.09,318448.45,82668.36
Pacific Solutions Ltd.,Amy Mendoza,Retail,Government,Vietnam,Ho Chi Minh City,1997,149572,80758,68814,12932,8.65,14.22,408063.21,9025.7
Pioneer Manufacturing Ltd.,Ryan Jones,Energy,MNC,China,Beijing,2012,181551,116482,65069,32610,17.96,28.66,246778.12,379808.68
Prime Logistics Ltd.,Jonathan Johnson,Manufacturing,Private,Thailand,Bangkok,2009,62430,32117,30313,7554,12.1,16.54,30280.6,327752.02
Nova Logistics Ltd.,Jennifer Schneider,Manufacturing,Private,South Korea,Seoul,1991,46891,29926,16965,8768,18.7,21.0,489166.19,223027.24
Vertex Logistics Ltd.,Patricia Mora,Healthcare,Private,Malaysia,Kuala Lumpur,2009,170519,78999,91520,32904,19.3,27.82,5797.0,411092.9
Pacific Retail Ltd.,Mark Moore,Healthcare,Private,China,Beijing,1985,42919,22280,20639,1862,4.34,7.18,304101.25,60937.02
Prime Technologies Ltd.,Michele Jordan,Banking,Government,UAE,Dubai,1967,79437,38266,41171,10148,12.77,34.26,83146.43,54038.1
Horizon Manufacturing Ltd.,Robert Shepherd,Manufacturing,MNC,Taiwan,Taipei,1992,135970,90050,45920,18388,13.52,34.16,16428.92,253144.44
Vertex Healthcare Ltd.,David Thomas,Manufacturing,Private,Vietnam,Ho Chi Minh City,2002,118957,75910,43047,10606,8.92,38.95,410079.65,45924.86
Vertex Logistics Ltd.,Emily Graham,Telecom,Private,China,Beijing,1986,34189,15468,18721,6704,19.61,32.21,209589.57,231092.32
